Name,Resource type,Project Id,Display name,Status,Folders,Organization,Parent asset type,Parent full resource name,KMS key,Description,Location,Labels,Network tags,Additional attributes
"//serviceusage.googleapis.com/projects/1049906149317/services/logging.googleapis.com","serviceusage.Service","gtm-kqqwvx2-zgi2z","logging.googleapis.com","ENABLED",,,"cloudresourcemanager.googleapis.com/Project","//cloudresourcemanager.googleapis.com/projects/gtm-kqqwvx2-zgi2z",,,"global",,,
"//logging.googleapis.com/projects/1049906149317/locations/global/buckets/_Required","logging.LogBucket","gtm-kqqwvx2-zgi2z","projects/1049906149317/locations/global/buckets/_Required","ACTIVE",,,"cloudresourcemanager.googleapis.com/Project","//cloudresourcemanager.googleapis.com/projects/gtm-kqqwvx2-zgi2z",,"Audit bucket","global",,,
"//serviceusage.googleapis.com/projects/1049906149317/services/bigqueryreservation.googleapis.com","serviceusage.Service","gtm-kqqwvx2-zgi2z","bigqueryreservation.googleapis.com","ENABLED",,,"cloudresourcemanager.googleapis.com/Project","//cloudresourcemanager.googleapis.com/projects/gtm-kqqwvx2-zgi2z",,,"global",,,
"//serviceusage.googleapis.com/projects/1049906149317/services/bigquery.googleapis.com","serviceusage.Service","gtm-kqqwvx2-zgi2z","bigquery.googleapis.com","ENABLED",,,"cloudresourcemanager.googleapis.com/Project","//cloudresourcemanager.googleapis.com/projects/gtm-kqqwvx2-zgi2z",,,"global",,,
"//logging.googleapis.com/projects/1049906149317/sinks/_Default","logging.LogSink","gtm-kqqwvx2-zgi2z","_Default",,,,"cloudresourcemanager.googleapis.com/Project","//cloudresourcemanager.googleapis.com/projects/gtm-kqqwvx2-zgi2z",,,"global",,,
"//serviceusage.googleapis.com/projects/1049906149317/services/runtimeconfig.googleapis.com","serviceusage.Service","gtm-kqqwvx2-zgi2z","runtimeconfig.googleapis.com","ENABLED",,,"cloudresourcemanager.googleapis.com/Project","//cloudresourcemanager.googleapis.com/projects/gtm-kqqwvx2-zgi2z",,,"global",,,
"//serviceusage.googleapis.com/projects/1049906149317/services/firebase.googleapis.com","serviceusage.Service","gtm-kqqwvx2-zgi2z","firebase.googleapis.com","ENABLED",,,"cloudresourcemanager.googleapis.com/Project","//cloudresourcemanager.googleapis.com/projects/gtm-kqqwvx2-zgi2z",,,"global",,,
"//serviceusage.googleapis.com/projects/1049906149317/services/maps-android-backend.googleapis.com","serviceusage.Service","gtm-kqqwvx2-zgi2z","maps-android-backend.googleapis.com","ENABLED",,,"cloudresourcemanager.googleapis.com/Project","//cloudresourcemanager.googleapis.com/projects/gtm-kqqwvx2-zgi2z",,,"global",,,
"//serviceusage.googleapis.com/projects/1049906149317/services/containerregistry.googleapis.com","serviceusage.Service","gtm-kqqwvx2-zgi2z","containerregistry.googleapis.com","ENABLED",,,"cloudresourcemanager.googleapis.com/Project","//cloudresourcemanager.googleapis.com/projects/gtm-kqqwvx2-zgi2z",,,"global",,,
"//serviceusage.googleapis.com/projects/1049906149317/services/appengine.googleapis.com","serviceusage.Service","gtm-kqqwvx2-zgi2z","appengine.googleapis.com","ENABLED",,,"cloudresourcemanager.googleapis.com/Project","//cloudresourcemanager.googleapis.com/projects/gtm-kqqwvx2-zgi2z",,,"global",,,
"//iam.googleapis.com/projects/gtm-kqqwvx2-zgi2z/roles/CustomRole","iam.Role","gtm-kqqwvx2-zgi2z","Custom Role","ALPHA",,,"cloudresourcemanager.googleapis.com/Project","//cloudresourcemanager.googleapis.com/projects/gtm-kqqwvx2-zgi2z",,"Created on: 2023-02-16",,,,"{includedPermissions:[accessapproval.requests.approve,accessapproval.requests.dismiss,accessapproval.requests.get,accessapproval.requests.invalidate,accessapproval.requests.list,accessapproval.serviceAccounts.get,accessapproval.settings.delete,accessapproval.settings.get,accessapproval.settings.update]}"
"//appengine.googleapis.com/apps/gtm-kqqwvx2-zgi2z/services/default","appengine.Service","gtm-kqqwvx2-zgi2z","default",,,,"appengine.googleapis.com/Application","//appengine.googleapis.com/apps/gtm-kqqwvx2-zgi2z",,,,,,
"//appengine.googleapis.com/apps/gtm-kqqwvx2-zgi2z","appengine.Application","gtm-kqqwvx2-zgi2z","gtm-kqqwvx2-zgi2z","SERVING",,,"cloudresourcemanager.googleapis.com/Project","//cloudresourcemanager.googleapis.com/projects/gtm-kqqwvx2-zgi2z",,,"us-central",,,"{defaultBucket:gtm-kqqwvx2-zgi2z.appspot.com,defaultHostname:gtm-kqqwvx2-zgi2z.uc.r.appspot.com}"
